"Senator","IdealPoint","MinIdealPoint","MaxIdealPoint"
"CLINTON (D USA)",-1.16254614814183,-1.96298398237888,-0.479953962912832
"HEFLIN (D AL)",-0.198226886465406,-0.508450622173933,0.0526690625272587
"SHELBY (D AL)",0.129430469609467,-0.120877202415726,0.346179158106858
"MURKOWSKI (R AK)",1.26175822171048,0.993359771071403,1.51603955153632
"STEVENS (R AK)",0.692733460184552,0.496678595326045,0.879891094910381
"DECONCINI (D AZ)",-0.526415415353308,-0.8901880081553,-0.228355188924062
"MCCAIN (R AZ)",1.28225313695916,1.00215788523063,1.63911124458635
"BUMPERS (D AR)",-0.759924900242831,-1.21283032123633,-0.390202638888759
"PRYOR (D AR)",-0.776542333625916,-1.29627795915602,-0.436341236161091
"BOXER (D CA)",-1.29395013488053,-1.92591718942061,-0.836019016326313
"FEINSTEIN (D CA)",-0.797630192089224,-1.28468173225909,-0.44031079679782
"BROWN (R CO)",1.43242425057107,1.16899644724520,1.69131296380304
"CAMPBELL (D CO)",-0.428333768382036,-0.798351075320398,-0.155819651867366
"DODD (D CT)",-0.936504444306559,-1.51347741190713,-0.582792683370227
"LIEBERMAN (D CT)",-0.425658660284232,-0.786603016337162,-0.161038653619146
"BIDEN (D DE)",-1.00596540364582,-1.53162490134168,-0.605349120392934
"ROTH (R DE)",0.687114129963286,0.504967471508521,0.89070951357158
"GRAHAM (D FL)",-0.594180920141137,-1.03432995451859,-0.266471657831041
"MACK (R FL)",1.28458551593674,1.01743434094087,1.55873486461333
"COVERDELL (R GA)",1.40288345197845,1.15891700163340,1.71392177725038
"NUNN (D GA)",-0.255185929029571,-0.5748500736729,-0.0148100229844955
"AKAKA (D HI)",-1.16564954461199,-1.74761674211125,-0.723329520232929
"INOUYE (D HI)",-0.982547716525178,-1.55391988711258,-0.588577252582856
"CRAIG (R ID)",1.80361634880792,1.49052683516163,2.12938216420488
"KEMPTHORNE (R ID)",1.78635444784606,1.48246450851326,2.13052957407284
"MOSELEY-BRA (D IL)",-1.25704645103543,-1.89889500042869,-0.800043072976658
"SIMON (D IL)",-1.47160991256029,-2.25838755629015,-0.956853298320055
"COATS (R IN)",1.15109008284781,0.941318715614718,1.3699590729588
"LUGAR (R IN)",0.861601326249895,0.668497272266289,1.07301327075378
"GRASSLEY (R IA)",1.16628850666495,0.918761305987033,1.39379371088058
"HARKIN (D IA)",-1.19228545441978,-1.83999543675553,-0.770545810238039
"DOLE (R KS)",1.44243259251244,1.15660491296415,1.76890877015833
"KASSEBAUM (R KS)",0.543137335476743,0.34728121454898,0.74360513058998
"FORD (D KY)",-0.607267541563592,-1.00837553586034,-0.301574406120515
"MCCONNELL (R KY)",1.39770379281257,1.13331980842442,1.67581876519598
"BREAUX (D LA)",-0.48255085818375,-0.855827024308975,-0.207195373617962
"JOHNSTON (D LA)",-0.492891432719276,-0.874624075892046,-0.226942207053130
"COHEN (R ME)",0.455032644888282,0.248833625302209,0.655935265178141
"MITCHELL (D ME)",-1.31168067177792,-1.93902238182907,-0.905403044751587
"MIKULSKI (D MD)",-0.94219740589634,-1.46704779984792,-0.552103712564098
"SARBANES (D MD)",-1.34274599197229,-1.98345278295554,-0.912256319476323
"KENNEDY (D MA)",-1.26181877754073,-1.83905077537224,-0.830855469032138
"KERRY (D MA)",-0.985391601291778,-1.53247462591378,-0.594069626571318
"LEVIN (D MI)",-1.17251742140571,-1.74989900568373,-0.741799746514974
"RIEGLE (D MI)",-1.17912680602622,-1.76164857068144,-0.744687515038782
"DURENBERGER (R MN)",0.271260829916589,0.0348565144553419,0.488145163415037
"WELLSTONE (D MN)",-1.41190314896430,-2.00074525068867,-0.991153988999474
"COCHRAN (R MS)",0.98404482694045,0.783131408141897,1.18876686899382
"LOTT (R MS)",1.69013830335718,1.35034516566,2.04538323598576
"BOND (R MO)",0.823430145604498,0.617089146703505,1.03181418491139
"DANFORTH (R MO)",0.555587536225386,0.377607271156799,0.775319566684564
"BAUCUS (D MT)",-0.610313021218391,-1.03160488071631,-0.313919978095179
"BURNS (R MT)",1.02402807974370,0.804298726901166,1.23761785429310
"EXON (D NE)",-0.283207270883926,-0.599713537219026,-0.0206904097920192
"KERREY (D NE)",-0.398688115207962,-0.740017089979751,-0.12466910063232
"BRYAN (D NV)",-0.546753802330749,-0.946596218906235,-0.251024469075774
"REID (D NV)",-0.687173139941869,-1.17642696975210,-0.373006912248111
"GREGG (R NH)",1.08850631153711,0.850503414976708,1.30449672846792
"SMITH (R NH)",2.07943128825245,1.69377272100533,2.65429084492099
"BRADLEY (D NJ)",-0.821887451931508,-1.27711308586894,-0.466600117701735
"LAUTENBERG (D NJ)",-0.60773709322873,-1.02857393242389,-0.300913650321267
"BINGAMAN (D NM)",-0.518809020257209,-0.976835542621845,-0.219525039663869
"DOMENICI (R NM)",0.744066615165153,0.574173477734792,0.964836704161893
"D'AMATO (R NY)",0.891397091024356,0.6780591476283,1.09923047150639
"MOYNIHAN (D NY)",-1.20989799042635,-1.78614463161727,-0.739668783776086
"FAIRCLOTH (R NC)",1.99109614391469,1.60184285947593,2.52452453741709
"HELMS (R NC)",2.15676215148933,1.79046974390558,2.62721434191840
"CONRAD (D ND)",-0.553509962347974,-0.973125997935277,-0.270300711964688
"DORGAN (D ND)",-0.611317725675985,-1.03545066379503,-0.288215749589975
"GLENN (D OH)",-0.851412843828764,-1.32090666004507,-0.492944228180279
"METZENBAUM (D OH)",-1.37046489083042,-2.06897851864199,-0.91502699323814
"BOREN (D OK)",-0.4493283337874,-0.8323120040531,-0.156512630499979
"NICKLES (R OK)",2,2,2
"INHOFE (R OK)",-0.067320304550793,-2.92948968830565,2.57625381853667
"HATFIELD (R OR)",0.167258028266794,-0.0786382672910119,0.404134799153963
"PACKWOOD (R OR)",0.453122170391494,0.242116206323011,0.662282410226666
