"Senator","IdealPoint","MinIdealPoint","MaxIdealPoint"
"BUSH (R USA)",1.87438003527451,1.18339241747137,2.88260045698263
"HEFLIN (D AL)",0.0856266099186654,-0.137534047614610,0.253549082410265
"SHELBY (D AL)",0.200115866023066,-0.0161686517313824,0.390180116035619
"MURKOWSKI (R AK)",1.28178327508317,0.970693995905748,1.63810185910201
"STEVENS (R AK)",0.972832489501246,0.643066891318672,1.26185500055414
"DECONCINI (D AZ)",-0.389192788406671,-0.683054333806539,-0.124123437811840
"MCCAIN (R AZ)",1.20840192640694,0.903590757513956,1.62836992887973
"BUMPERS (D AR)",-0.452850681335176,-0.775847937728163,-0.180200994596766
"PRYOR (D AR)",-0.60199148074754,-0.96076379779164,-0.258050345258731
"CRANSTON (D CA)",-1.49058464492212,-2.26131398059939,-0.93322254178046
"SEYMOUR (R CA)",1.19614242253218,0.866551659614722,1.58631519298345
"BROWN (R CO)",1.39663149692811,1.02588829766107,1.78500654262158
"WIRTH (D CO)",-0.99016938172707,-1.50027479018368,-0.514897652894325
"DODD (D CT)",-0.670295116838884,-1.02827385971251,-0.34964455166903
"LIEBERMAN (D CT)",-0.518569450792278,-0.901616279132037,-0.250086927519274
"BIDEN (D DE)",-1.22744456764745,-1.68872210699925,-0.77623299583844
"ROTH (R DE)",1.04336092910629,0.790350683813088,1.34082287232371
"GRAHAM (D FL)",-0.438191111231013,-0.71181174064763,-0.186381621814477
"MACK (R FL)",1.55878685244094,1.18450890699708,2.12795611667212
"FOWLER (D GA)",-0.511952886663331,-0.835642438174501,-0.210882438594557
"NUNN (D GA)",-0.242828797986142,-0.528674768803844,-0.0190467706507849
"AKAKA (D HI)",-1.09283559960786,-1.56539923222257,-0.684065649074924
"INOUYE (D HI)",-0.617555895107803,-0.953814900721021,-0.292438545399559
"CRAIG (R ID)",2.55589670106873,1.99711618472486,3.47550850365648
"SYMMS (R ID)",2.46914088781065,1.88693845198167,3.17746905223961
"DIXON (D IL)",-0.278880767830187,-0.56473191167608,-0.0252733132635027
"SIMON (D IL)",-1.39577490085797,-1.98948176780893,-0.846074154882125
"COATS (R IN)",1.47424327456382,1.07763350461252,1.90247162087221
"LUGAR (R IN)",1.31188465514849,0.991794881278884,1.74104614430653
"GRASSLEY (R IA)",1.07391822179892,0.79641489401571,1.35910007551431
"HARKIN (D IA)",-1.83702504277759,-2.49858936963495,-1.16744579828838
"DOLE (R KS)",1.70184497811085,1.27848508998176,2.15779431416765
"KASSEBAUM (R KS)",0.721921300355715,0.479545318260824,0.931815983532464
"FORD (D KY)",-0.248013669143989,-0.496207767327379,-0.0123652381570754
"MCCONNELL (R KY)",1.49510494814545,1.09155819477837,1.94857192851297
