"Senator","IdealPoint","MinIdealPoint","MaxIdealPoint"
"JOHNSON (D USA)",-0.478272422273049,-0.676300378959648,-0.295646580325305
"SPARKMAN (D AL)",0.273869699053041,0.0787612461990787,0.462449595522108
"HILL (D AL)",0.411446034440082,0.205174465341114,0.616440723748675
"GRUENING (D AK)",-0.595285246614162,-0.80533394702184,-0.366857188178268
"BARTLETT (D AK)",-0.372891494456526,-0.610852045179251,-0.184817729272259
"HAYDEN (D AZ)",0.0129920707329717,-0.156386863517096,0.178238138699482
"FANNIN (R AZ)",1.22984074860604,0.819452181791251,1.63993820434387
"FULBRIGHT (D AR)",0.0353054485995875,-0.141903371218053,0.216990754354001
"MCCLELLAN (D AR)",0.74276037834888,0.506234053401837,0.997228644538617
"KUCHEL (R CA)",-0.0580642547538797,-0.260365209913420,0.132416448928642
"MURPHY (R CA)",0.907911174013119,0.600492788925705,1.22874026576095
"DOMINICK (R CO)",0.528330551425852,0.332041349740215,0.744240474442632
"ALLOTT (R CO)",0.673140739100809,0.433378962269374,0.916825194478746
"DODD (D CT)",-0.269593981832368,-0.444681087838058,-0.097597942217352
"RIBICOFF (D CT)",-0.506630969056823,-0.724725055152592,-0.327304126990698
"BOGGS (R DE)",0.210329283863853,0.0130336732498723,0.372398482929084
"WILLIAMS (R DE)",0.992710736137396,0.732345059256158,1.29378231834055
"SMATHERS (D FL)",0.233649314311608,0.0195196418964425,0.440110531533881
"HOLLAND (D FL)",0.513097624320378,0.315286831485877,0.715928262863318
"RUSSELL (D GA)",0.94333131710228,0.648890651916913,1.28411615473751
"TALMADGE (D GA)",0.709752159110374,0.467909460546873,1.00692937468683
"FONG (R HI)",-0.052517498903,-0.238811839082596,0.110534499591505
"INOUYE (D HI)",-0.616907830409438,-0.852037977185593,-0.43161508131377
"CHURCH (D ID)",-0.209300427079396,-0.350643999997351,-0.0384759653423198
"JORDAN (R ID)",0.763632174541209,0.526465826440896,1.04292132880436
"DIRKSEN (R IL)",0.635768190987222,0.376365073128991,0.907053873117816
"PERCY (R IL)",-0.104628705712670,-0.291857771153711,0.0628095092174972
"HARTKE (D IN)",-0.508334332679731,-0.713023043195923,-0.324620638894606
"BAYH (D IN)",-0.446260126244889,-0.654491628019262,-0.263706813865969
"MILLER (R IA)",0.658074455445079,0.439932611006315,0.878579697335354
"HICKENLOOPE (R IA)",0.982004334588432,0.637977013163197,1.30664758363107
"CARLSON (R KS)",0.617652299870774,0.370801100919973,0.875689614791882
"PEARSON (R KS)",0.292985315068616,0.0900883878379732,0.482719739635442
"COOPER (R KY)",-0.150404542658537,-0.350697469031774,0.0337784034680165
"MORTON (R KY)",0.282128085965190,0.0827114214522255,0.482005891355169
"ELLENDER (D LA)",0.470205860563175,0.236003939777693,0.717160111200034
"LONG (D LA)",0.249963434152899,0.0556713705031658,0.416956133212859
"MUSKIE (D ME)",-0.582127613525523,-0.778857309247298,-0.378303220200113
"SMITH (R ME)",0.205414280404896,0.034697357080014,0.370587544705573
"BREWSTER (D MD)",-0.530635558281213,-0.738407009462383,-0.329074405080134
"TYDINGS (D MD)",-0.698073446133422,-0.929164840597096,-0.482285536970216
"BROOKE (R MA)",-0.46384103510226,-0.652834125987848,-0.290009276584921
"KENNEDY (D MA)",-0.925130016302204,-1.23124998995709,-0.673301492100142
"GRIFFIN (R MI)",0.0782166296122555,-0.104955705708632,0.258296073662071
"HART (D MI)",-1.04981488619100,-1.35771234493594,-0.786391127817842
"MONDALE (D MN)",-1.04212487481463,-1.34702606741979,-0.77379064941004
"MCCARTHY (D MN)",-0.775371857510375,-1.11205239808641,-0.463990941836971
"STENNIS (D MS)",0.777915719788007,0.549830213070539,1.04673276659202
"EASTLAND (D MS)",0.860262131984219,0.599849410535997,1.14302167677304
"SYMINGTON (D MO)",-0.179911899779011,-0.330701415689048,-0.0317321434483881
"LONG (D MO)",-0.61745731313829,-0.886502567989588,-0.402111540068657
"METCALF (D MT)",-0.797955234241905,-1.04043712264488,-0.578652670948663
"MANSFIELD (D MT)",-0.305325248487912,-0.469540434372675,-0.148452118818902
"CURTIS (R NE)",1.48726034790139,1.08155283609833,2.05603160867400
"HRUSKA (R NE)",1.28593383276546,0.919030753595781,1.71677874347531
"BIBLE (D NV)",0.167909375996548,-0.0187911721254794,0.327127098102162
"CANNON (D NV)",0.11097263694905,-0.0584091289677321,0.267659220972964
"MCINTYRE (D NH)",-0.473687728949926,-0.652522797902615,-0.308113642216292
"COTTON (R NH)",0.610824417655355,0.381056434148004,0.843541016959417
"CASE (R NJ)",-0.674655364305486,-0.874767171858663,-0.478117962357262
"WILLIAMS (D NJ)",-0.925320622011103,-1.20965086664307,-0.689180691280263
"ANDERSON (D NM)",-0.072620808367224,-0.237082488668661,0.0810539644374373
"MONTOYA (D NM)",-0.266033016450783,-0.437235972063716,-0.125482081794438
"JAVITS (R NY)",-0.752358855143456,-1.04769263487918,-0.531629287483206
"GOODELL (R NY)",-0.6881045610973,-1.22164805837682,-0.146553694415155
"KENNEDY (D NY)",-0.977566499295913,-1.33675294617597,-0.689679732650356
"JORDAN (D NC)",0.566431231221225,0.349605927900369,0.835564802709766
"ERVIN (D NC)",0.741870465118457,0.52402106328612,1.00966332653890
"YOUNG (R ND)",0.717674310662004,0.47637997426825,0.940054762212239
"BURDICK (D ND)",-0.419589848155445,-0.5877057317817,-0.271284971837146
"YOUNG (D OH)",-0.77357930112956,-0.99477295987166,-0.572500673267756
"LAUSCHE (D OH)",0.462155714486639,0.26152290628944,0.688355941763056
"MONRONEY (D OK)",-0.0703401359704736,-0.231518604883184,0.0653213416233698
"HARRIS (D OK)",-0.515099268164324,-0.708940939163033,-0.312991632189287
"MORSE (D OR)",-0.880398489244865,-1.13551066008085,-0.641500494646602
"HATFIELD (R OR)",-0.187208544262277,-0.356206957440807,-0.0135813837114267
"SCOTT (R PA)",-0.14394106354024,-0.324832047419238,0.0118500641351589
"CLARK (D PA)",-1.13234669683361,-1.48488515062831,-0.845099639559653
"PASTORE (D RI)",-0.461391762128768,-0.630910634586072,-0.271758735378933
"PELL (D RI)",-0.704014922235865,-0.905453771555246,-0.534110969880736
"HOLLINGS (D SC)",0.499649090252461,0.26259009257736,0.699676643081211
"THURMOND (R SC)",2,2,2
"MCGOVERN (D SD)",-0.493654414444056,-0.729783058078251,-0.302724642125932
"MUNDT (R SD)",0.83913323262682,0.55416514889746,1.13549877751694
"BAKER (R TN)",0.495717217697498,0.283277162759542,0.733292236822022
"GORE (D TN)",-0.237857172468516,-0.396244276587078,-0.0637433370995549
"YARBOROUGH (D TX)",-0.596112479313681,-0.817748612769588,-0.41619310986897
"TOWER (R TX)",1.32106632427354,0.884297373154993,1.73933746911650
"BENNETT (R UT)",0.916350042770446,0.625512173525833,1.28722579483906
"MOSS (D UT)",-0.592929391307632,-0.787026503583469,-0.384330295825115
"PROUTY (R VT)",0.093120971533687,-0.0940640449328012,0.266464117787075
"AIKEN (R VT)",-0.00607085360080412,-0.181076658509989,0.148845988275504
"SPONG (D VA)",0.220256586534667,0.0532703851314445,0.397593087123515
"BYRD (D VA)",0.747911711377486,0.51178523851818,1.01575747992220
"MAGNUSON (D WA)",-0.390295616738013,-0.576614770527525,-0.232688512700376
"JACKSON (D WA)",-0.470271385044859,-0.643093238466392,-0.312988226933683
"RANDOLPH (D WV)",-0.311842173654089,-0.456139370672014,-0.154493377871755
"BYRD (D WV)",0.169637839124170,0.0152691741855624,0.32556426982564
"PROXMIRE (D WI)",-0.548115885436441,-0.725198882724398,-0.389847957713944
"NELSON (D WI)",-0.957885882445346,-1.23121464579742,-0.725652437541962
"HANSEN (R WY)",1.23048645376449,0.883519374278785,1.63944529235401
"MCGEE (D WY)",-0.537090992087393,-0.738193148478699,-0.355486457477457
