"Senator","IdealPoint","MinIdealPoint","MaxIdealPoint"
"REAGAN (R USA)",0.999212312790869,0.4939274915678,1.60800219606909
"HEFLIN (D AL)",-0.052836115291647,-0.300476519538871,0.138252222101273
"DENTON (R AL)",1.73553347106458,1.30954805845532,2.39977519488378
"STEVENS (R AK)",0.879445513288938,0.597232214510666,1.22831837689812
"MURKOWSKI (R AK)",1.26003821844033,0.83280947094498,1.79600360207359
"GOLDWATER (R AZ)",1.75998476285461,1.27171166851050,2.66889129047339
"DECONCINI (D AZ)",-0.49162136537793,-0.833120322142105,-0.257017990509368
"PRYOR (D AR)",-0.81244541667454,-1.19066751018812,-0.527365272403614
"BUMPERS (D AR)",-1.18406846988701,-1.67636838513545,-0.845856927230797
"WILSON (R CA)",1.42543602002841,1.08145600499964,1.86166917386447
"CRANSTON (D CA)",-1.70766765535174,-2.37418172085518,-1.25961233267487
"HART (D CO)",-1.72204433568605,-2.50321479097360,-1.16638447929918
"ARMSTRONG (R CO)",1.86658028115155,1.42861257668563,2.54027204290271
"DODD (D CT)",-1.55761550206409,-2.21032781189878,-1.11228256695816
"WEICKER (R CT)",-0.316513622091522,-0.587094577881889,-0.105265868494017
"BIDEN (D DE)",-1.25242756529705,-1.79529444955334,-0.871593219488585
"ROTH (R DE)",0.855046749781417,0.58266936532804,1.22278090805463
"HAWKINS (R FL)",0.62546229863584,0.363611784275287,0.92306147491282
"CHILES (D FL)",-0.584751641841387,-0.945670951831627,-0.350533494884619
"MATTINGLY (R GA)",1.59263024343424,1.20855607277028,2.07326848074582
"NUNN (D GA)",-0.145792376380387,-0.371136767699291,0.0242236707696309
"INOUYE (D HI)",-1.42354527774123,-2.00649181748890,-1.00673084016534
"MATSUNAGA (D HI)",-1.53715696031765,-2.08166642886331,-1.09207286486915
"SYMMS (R ID)",2.4343932466386,1.82921225497257,3.19703496457922
"MCCLURE (R ID)",1.91120305571976,1.40863572532062,2.62498089487879
"DIXON (D IL)",-0.570761031826,-0.881525851876284,-0.334719574187193
"PERCY (R IL)",0.368718333878348,0.121763407778996,0.616745776500408
"QUAYLE (R IN)",1.06328576686404,0.753891726223237,1.48673596398902
"LUGAR (R IN)",1.15342791466489,0.869350391698023,1.56149781018346
"GRASSLEY (R IA)",0.788661764625508,0.527162081841011,1.14257618313853
"JEPSEN (R IA)",0.965715178242364,0.697341409917576,1.33217294967241
"KASSEBAUM (R KS)",0.497558911312348,0.274085593056056,0.822392926740116
"DOLE (R KS)",1.15480756403283,0.826670202715686,1.59991868335708
"HUDDLESTON (D KY)",-0.763961195429621,-1.09760920861756,-0.48912226066841
"FORD (D KY)",-0.915675384043592,-1.25773153878407,-0.626461067166308
"LONG (D LA)",-0.134937680420732,-0.405656384877225,0.0812172085933065
"JOHNSTON (D LA)",-0.277434689410082,-0.530092213830746,-0.104658188458705
"COHEN (R ME)",-0.053887305880427,-0.291371048909933,0.143369743085714
"MITCHELL (D ME)",-1.20800260280259,-1.67396209512416,-0.817264115167943
"SARBANES (D MD)",-2.06995505545547,-2.85786065925538,-1.52672397360110
"MATHIAS (R MD)",-0.264411562646496,-0.533803962979306,-0.0525946335796233
"TSONGAS (D MA)",-1.51011641326837,-2.05198191623033,-1.08107014392548
"KENNEDY (D MA)",-1.79899724175787,-2.37960118972644,-1.30876243883019
"LEVIN (D MI)",-1.77865295689109,-2.55533737136784,-1.29216266606960
"RIEGLE (D MI)",-1.85699778292451,-2.53307070439186,-1.41073753121567
"BOSCHWITZ (R MN)",0.292205965820844,0.0641014364570362,0.541168941226388
"DURENBERGER (R MN)",0.269897967167877,0.00279168971193192,0.501619853270509
"COCHRAN (R MS)",0.729199536242098,0.444365847120572,1.13163220849709
"STENNIS (D MS)",-0.237745884134981,-0.458613633701891,-0.047071250761102
"EAGLETON (D MO)",-1.28978844206521,-1.77312530564924,-0.91880379909158
"DANFORTH (R MO)",0.43772404137322,0.231612481790954,0.697540926946063
"BAUCUS (D MT)",-0.839763564957205,-1.19079708748629,-0.561766848708527
"MELCHER (D MT)",-1.24377983979380,-1.71800874480311,-0.870263064786555
"ZORINSKY (D NE)",0.144889669991299,-0.0497058900907845,0.381682758956073
"EXON (D NE)",-0.223941222193435,-0.491239876906973,-0.0352287549404367
"HECHT (R NV)",1.56455902066075,1.18376551717908,2.01378002581899
"LAXALT (R NV)",1.46549637125316,1.04544557341021,1.96841971792923
"RUDMAN (R NH)",0.845575747581047,0.552862672691787,1.19430356184885
"HUMPHREY (R NH)",1.00013730592663,0.664632370733838,1.48505929866687
"BRADLEY (D NJ)",-1.10226106496413,-1.55111386803492,-0.763580316302963
"LAUTENBERG (D NJ)",-1.71797958471182,-2.37379070530807,-1.27839872039563
"BINGAMAN (D NM)",-1.24550062801127,-1.68766461584455,-0.893814484981506
"DOMENICI (R NM)",0.707268819108081,0.451450184465409,1.04415801158484
"MOYNIHAN (D NY)",-1.13727483505994,-1.57808280458919,-0.790230192581007
"DAMATO (R NY)",0.357282602171944,0.138365031972379,0.656755308308055
"EAST (R NC)",2.04000098088846,1.46696881944875,2.84527979623486
"HELMS (R NC)",1.98890165979787,1.47471750600047,2.75806269125074
