"Senator","IdealPoint","MinIdealPoint","MaxIdealPoint"
"REAGAN (R USA)",1.57938408449401,1.19902589437378,1.97815438117172
"SHELBY (D AL)",0.0797366850196491,-0.126940439897521,0.278048426493187
"HEFLIN (D AL)",0.155485911623240,-0.0569078873847665,0.337595080290305
"MURKOWSKI (R AK)",1.00715343032595,0.805845253168856,1.21289639737798
"STEVENS (R AK)",0.652354056057912,0.487163240935513,0.848494274488191
"MCCAIN (R AZ)",1.06053190985882,0.884157159522301,1.27402013408376
"DECONCINI (D AZ)",-0.152980949910364,-0.381506792499127,0.0572543894155109
"PRYOR (D AR)",-0.619670663766787,-0.983522595900594,-0.298579547549109
"BUMPERS (D AR)",-0.748018631509681,-1.15165877202660,-0.375878678352513
"WILSON (R CA)",0.897721394614507,0.698906277826081,1.10387885154293
"CRANSTON (D CA)",-1.44905046131245,-1.93033358170527,-0.924243685900113
"ARMSTRONG (R CO)",1.57743284709534,1.27938031278440,1.90397297788285
"WIRTH (D CO)",-0.744738015759901,-1.15085504565709,-0.403179323218689
"DODD (D CT)",-0.963874259319228,-1.46513914046051,-0.535373759897275
"WEICKER (R CT)",-0.105742366442536,-0.349123639646798,0.115656552529268
"ROTH (R DE)",0.484075646457494,0.317888538305059,0.643943008528535
"BIDEN (D DE)",-0.825701812128791,-1.41962657109325,-0.356419549042657
"CHILES (D FL)",-0.43760697850046,-0.739691605522619,-0.145681710677932
"GRAHAM (D FL)",-0.458118865817828,-0.788976585190596,-0.173526933857389
"FOWLER (D GA)",-0.570248722399244,-0.904822935772856,-0.249140538715362
"NUNN (D GA)",-0.278279523351669,-0.561294446172336,-0.0453301396051637
"MATSUNAGA (D HI)",-1.38861325922269,-1.92414800851257,-0.81812704130787
"INOUYE (D HI)",-1.14170010956929,-1.61311514549686,-0.678187524584038
"SYMMS (R ID)",2.22286948301064,1.82076360214252,2.66573955986579
"MCCLURE (R ID)",1.47132513606146,1.20820075994215,1.74014865591621
"DIXON (D IL)",-0.229627838183804,-0.466512656466432,0.0100463063916165
"SIMON (D IL)",-1.53633830820106,-2.13484920740114,-0.852271804418738
"LUGAR (R IN)",0.758961871649584,0.602455712473452,0.931283641751417
"QUAYLE (R IN)",1.33528950712639,1.11986715739693,1.57585473476217
"GRASSLEY (R IA)",0.851735929469159,0.677146964630796,1.01444362820469
"HARKIN (D IA)",-1.14496156276772,-1.62786751026011,-0.728431105537129
"KASSEBAUM (R KS)",0.517340543204382,0.330028359695912,0.675491371916443
"DOLE (R KS)",1.01442268129258,0.828424928929689,1.22543056829245
"MCCONNELL (R KY)",1.06334495263289,0.883070334939324,1.27070724012902
"FORD (D KY)",-0.368211724497224,-0.666087814009255,-0.109290212178481
"JOHNSTON (D LA)",-0.405025975217243,-0.690057476641797,-0.125846310375359
"BREAUX (D LA)",-0.353262499387218,-0.6377079302274,-0.0982111861177022
"MITCHELL (D ME)",-1.07487634857630,-1.52527862322296,-0.65271979801299
"COHEN (R ME)",0.231782553495976,0.0471283719534283,0.394314877989199
"MIKULSKI (D MD)",-1.33894101268026,-1.86885357810649,-0.89414834212179
"SARBANES (D MD)",-1.30757758611098,-1.83270211317963,-0.860091385168276
"KENNEDY (D MA)",-1.57167888264567,-2.13831666669150,-0.973473846437713
"KERRY (D MA)",-1.20622448533389,-1.7065816693313,-0.731764295848048
"RIEGLE (D MI)",-1.04406445359880,-1.56467651318369,-0.603317513064282
"LEVIN (D MI)",-1.05546647122523,-1.53761688215002,-0.606576363480665
"DURENBERGER (R MN)",0.210632550271103,0.0126179750218128,0.393054836834287
"BOSCHWITZ (R MN)",0.693996106574771,0.528760319888457,0.83954826232541
"STENNIS (D MS)",-0.370347950646383,-0.65800960477373,-0.0971432324350274
"COCHRAN (R MS)",0.838774999764808,0.647675130183762,1.00475439027558
"BOND (R MO)",1.00716460796297,0.821857989349468,1.19836909749197
"DANFORTH (R MO)",0.476220372957852,0.297372519706119,0.62620860250176
"BAUCUS (D MT)",-0.628673097182697,-1.02007619573554,-0.270593030122436
"MELCHER (D MT)",-0.531710674020758,-0.830769062422634,-0.218541259745119
"EXON (D NE)",-0.211477151944588,-0.475109242330194,0.0366993930234168
"ZORINSKY (D NE)",-0.0962970939312524,-0.988509172830148,0.450162029852202
"KARNES (R NE)",1.09073011972904,0.894696847393776,1.29368528372586
"HECHT (R NV)",1.52612132550120,1.25781688224366,1.81627652035178
"REID (D NV)",-0.498030851604587,-0.81843325083877,-0.183836574843884
"HUMPHREY (R NH)",1.30032504228642,1.0518455923613,1.58296995124831
"RUDMAN (R NH)",0.72630805713919,0.546725219350749,0.898684922175757
"LAUTENBERG (D NJ)",-1.24026577984138,-1.74109158124648,-0.77896292926493
"BRADLEY (D NJ)",-0.81551017745227,-1.26056986069162,-0.394073233471711
"DOMENICI (R NM)",0.74891741444654,0.591081306248348,0.915845220269647
