"Senator","IdealPoint","MinIdealPoint","MaxIdealPoint"
"BUSH (R USA)",2.37891066511848,1.35817767906935,3.76839775428132
"SESSIONS (R AL)",2,2,2
"SHELBY (R AL)",1.54571720289258,1.24500061806276,1.88630494920907
"MURKOWSKI (R AK)",2.05984769988989,1.60016755886269,2.51153224130434
"STEVENS (R AK)",1.64533782543184,1.26315423978020,2.00048023423687
"KYL (R AZ)",2.81593268085157,2.07699247745062,3.55751311607526
"MCCAIN (R AZ)",0.75874772076552,0.521832656579145,1.01757703936650
"HUTCHINSON (R AR)",1.6178549152966,1.28236364663657,1.93786167339242
"LINCOLN (D AR)",-0.427309760798894,-0.733517759779782,-0.176478129901344
"BOXER (D CA)",-2.24452173600868,-3.09526780053549,-1.68510219692716
"FEINSTEIN (D CA)",-0.849735361075982,-1.24440811053850,-0.562364557355145
"ALLARD (R CO)",2.47851630982929,1.8585067781334,3.07637250140019
"CAMPBELL (R CO)",1.52463991773440,1.16718752455533,1.84113610318834
"DODD (D CT)",-1.75898324957372,-2.40585829860053,-1.27421973563735
"LIEBERMAN (D CT)",-1.14678955953231,-1.54481021986551,-0.82330459683374
"BIDEN (D DE)",-1.23762338505555,-1.6549992746036,-0.886048599161112
"CARPER (D DE)",-0.567469191634287,-0.886406376428247,-0.333231968930278
"GRAHAM (D FL)",-1.05010046576766,-1.44283310756966,-0.72431306019122
"NELSON (D FL)",-1.05735534823642,-1.40208905318389,-0.707942758982534
"CLELAND (D GA)",-0.461924981828315,-0.762880252212753,-0.235831843645577
"MILLER (D GA)",0.414707773627887,0.209547212282263,0.631336371342521
"AKAKA (D HI)",-1.70539384760040,-2.26164418872905,-1.23494953468257
"INOUYE (D HI)",-1.55385833924266,-2.07243117183914,-1.10179348496315
"CRAIG (R ID)",2.36946507686652,1.88041123004428,2.89506573893894
"CRAPO (R ID)",1.9822374513216,1.53990493514637,2.41039509250842
"DURBIN (D IL)",-1.83668570498148,-2.56006797306980,-1.34127590371565
"FITZGERALD (R IL)",1.17567057378963,0.876142965591785,1.48543955898795
"BAYH (D IN)",-0.646180454659364,-0.941883411982827,-0.381512538857848
"LUGAR (R IN)",1.85187753849058,1.47546544698017,2.25208110208114
"GRASSLEY (R IA)",1.89591192650075,1.48091464168761,2.26605557855245
"HARKIN (D IA)",-1.66374819761884,-2.30426168689309,-1.11821022167713
"BROWNBACK (R KS)",2.18892663491206,1.73497019502998,2.70876729163298
"ROBERTS (R KS)",2.18438991693194,1.77375895877558,2.63531517159641
"BUNNING (R KY)",2.71044211222247,2.05590743627334,3.45408815435375
"MCCONNELL (R KY)",2.39912238677028,1.86031832695832,2.99629157629447
"BREAUX (D LA)",0.000134578268555632,-0.249892224823762,0.223447079846641
"LANDRIEU (D LA)",-0.534356264912991,-0.828173378140997,-0.308133672190351
"COLLINS (R ME)",0.70530675339852,0.474006003720353,0.942084488232289
"SNOWE (R ME)",0.64771854848566,0.434176924914942,0.891176935469493
"MIKULSKI (D MD)",-1.65391069589657,-2.2229477927025,-1.21813240076455
"SARBANES (D MD)",-2.31608397257168,-3.01886553118198,-1.73347597980725
"KENNEDY (D MA)",-2.07591004967594,-2.78363353350467,-1.50313560850397
"KERRY (D MA)",-1.53873123696636,-2.01939200427504,-1.06475000847171
"STABENOW (D MI)",-1.64540238895209,-2.26503188491019,-1.16601862393968
"LEVIN (D MI)",-1.93271452397443,-2.5918045282261,-1.37018706023649
"DAYTON (D MN)",-2.26463124403819,-2.95553502824137,-1.66856688910325
"WELLSTONE (D MN)",-2.75895447324071,-3.59672457785415,-2.00940512519483
"BARKLEY (Indep MN)",0.639254141502545,-0.309117759498347,2.03021482349347
"COCHRAN (R MS)",1.45506611011562,1.1566287233547,1.76311505822057
"LOTT (R MS)",2.75088421155266,2.09538308004573,3.39972315443868
"CARNAHAN (D MO)",-0.807724283798132,-1.15864157789021,-0.532775601248346
"BOND (R MO)",2.12228876326007,1.65331385206169,2.55375361559185
"BAUCUS (D MT)",-0.180510775189027,-0.437384692679149,0.0296576505488
"BURNS (R MT)",2.12236206411827,1.65593202441879,2.58040716489746
"HAGEL (R NE)",1.98631358199445,1.55799646149814,2.49863526007812
"NELSON (D NE)",0.0534979260080042,-0.172273962823966,0.292591530721092
"ENSIGN (R NV)",1.68275578894821,1.30880042606031,2.10767897456625
"REID (D NV)",-1.40518976820346,-1.96131802455448,-0.990391794623753
"GREGG (R NH)",2.00727763570435,1.5360710477201,2.53002356649536
"SMITH (R NH)",2.38827060281839,1.80451752981597,2.96619664030014
"CORZINE (D NJ)",-2.13502010277625,-2.88698425835796,-1.50401354325356
"TORRICELLI (D NJ)",-0.701595996244988,-1.03553235267102,-0.44025991636241
"BINGAMAN (D NM)",-0.975783131717871,-1.40329262417309,-0.696854078353723
"DOMENICI (R NM)",1.67100698322439,1.29783229821812,2.02845042959634
"CLINTON (D NY)",-1.67163722744486,-2.21059868990638,-1.17273307684976
"SCHUMER (D NY)",-1.38826205151985,-1.82315860353128,-1.01224509769801
"EDWARDS (D NC)",-1.00307158782682,-1.38263104742929,-0.685522875136033
"HELMS (R NC)",3.07019806566987,2.30744439785672,3.95465018972698
"CONRAD (D ND)",-1.16550680849755,-1.56022693648196,-0.831001561610805
"DORGAN (D ND)",-1.13901050558318,-1.58585647614111,-0.808346253377105
"DEWINE (R OH)",1.40115235512485,1.07219106585731,1.72292786434423
"VOINOVICH (R OH)",1.76140340670558,1.32455420839823,2.14514994495624
"INHOFE (R OK)",2.37393375313903,1.89015325248585,2.86030292053791
"NICKLES (R OK)",2.83873060670236,2.16153567540946,3.5170568819998
"SMITH (R OR)",1.06697111413334,0.806592114396015,1.32093115750715
"WYDEN (D OR)",-1.09950227851473,-1.47741754730709,-0.741829206117874
"SANTORUM (R PA)",2.46814871342937,1.93631312739692,2.9749402606715
"SPECTER (R PA)",0.568402191241485,0.330011283287762,0.797604966681806
"CHAFEE (R RI)",0.325917684423335,0.0953945442504746,0.546434056375844
"REED (D RI)",-2.29282235306529,-2.9914699607668,-1.66718854818270
"HOLLINGS (D SC)",-1.24107777152442,-1.71438337434847,-0.900375616271078
"THURMOND (R SC)",2.46042736381948,1.97830898867462,3.02371490221161
"DASCHLE (D SD)",-1.16769457642881,-1.61361492225569,-0.839588833456992
"JOHNSON (D SD)",-0.870514190428809,-1.23158595046704,-0.588814777303255
"FRIST (R TN)",2.58691207740162,1.99710409904377,3.28571748450268
"THOMPSON (R TN)",1.88682338751089,1.46354816701904,2.33351709032941
"GRAMM (R TX)",2.74215723772762,2.15963646694116,3.46181401920747
"HUTCHISON (R TX)",1.78349695552381,1.41351344779626,2.16107814358983
"BENNETT (R UT)",2.29578680137750,1.82771640924261,2.73918581937958
"HATCH (R UT)",2.13805591163030,1.70029834981577,2.58926453048107
"JEFFORDS (R VT)",0.287916319154666,0.0261427380155029,0.59948907448562
"JEFFORDS (Indep VT)",-1.02067927884571,-1.51165313305212,-0.634300688615131
"LEAHY (D VT)",-1.93822615557854,-2.63834793607658,-1.44304662413332
"ALLEN (R VA)",1.80195176339511,1.37983163161942,2.17888873710438
"WARNER (R VA)",1.38211816229674,1.07695225204683,1.67869759504758
"CANTWELL (D WA)",-1.18901750839196,-1.67285507998983,-0.81833602321946
"MURRAY (D WA)",-1.3976535915673,-1.89226726275159,-1.01242249014818
"BYRD (D WV)",-0.94637696265623,-1.32538767626488,-0.638040747733089
"ROCKEFELLER (D WV)",-1.35447480723912,-1.90002326235422,-1.00435363055593
"FEINGOLD (D WI)",-1.26812056290065,-1.65370791565521,-0.885195083003305
"KOHL (D WI)",-0.92633342326156,-1.34010371744489,-0.644662540296657
"ENZI (R WY)",2.38054368891503,1.86153860287025,2.81382225709339
"THOMAS (R WY)",2.65630181571334,1.9534642126229,3.33544891560359
